ID,Sales Person,Geo,Product,Date,Amount,Customers,Boxes
327,Roddy Speechley,New Zealand,99% Dark & Pure,2/2/2021,"$1,302 ",401,57
328,Brien Boise,Australia,After Nines,2/2/2021,"$7,952 ",221,249
329,Jan Morforth,Australia,Eclairs,2/2/2021,"$4,753 ",133,265
330,Husein Augar,India,85% Dark Bars,2/2/2021,"$11,452 ",81,546
331,Gunar Cockshoot,India,Spicy Special Slims,2/2/2021,"$9,345 ",124,390
332,Marney O'Breen,India,Mint Chip Choco,2/2/2021,"$7,490 ",172,357
333,Camilla Castle,India,Organic Choco Syrup,2/2/2021,"$1,519 ",127,57
334,Andria Kimpton,UK,Smooth Sliky Salty,2/2/2021,"$3,087 ",135,155
335,Curtice Advani,UK,Smooth Sliky Salty,2/2/2021,"$2,352 ",178,168
336,Rafaelita Blaksland,Canada,Baker's Choco Chips,2/2/2021,"$11,578 ",76,891
337,Husein Augar,USA,Peanut Butter Cubes,2/2/2021,$462 ,223,22
338,Roddy Speechley,India,Caramel Stuffed Bars,2/3/2021,"$6,916 ",32,315
339,Husein Augar,India,Orange Choco,2/3/2021,"$3,248 ",101,542
340,Camilla Castle,Canada,Milk Bars,2/3/2021,"$6,475 ",431,240
341,Van Tuxwell,UK,Peanut Butter Cubes,2/3/2021,"$9,009 ",129,501
342,Rafaelita Blaksland,Canada,White Choc,2/3/2021,"$2,835 ",20,189
343,Dotty Strutley,India,Milk Bars,2/3/2021,"$7,644 ",77,294
344,Beverie Moffet,UK,70% Dark Bites,2/3/2021,"$3,360 ",48,240
345,Beverie Moffet,USA,Mint Chip Choco,2/3/2021,"$1,379 ",246,99
346,Jehu Rudeforth,USA,Organic Choco Syrup,2/3/2021,"$9,534 ",229,382
347,Rafaelita Blaksland,USA,Peanut Butter Cubes,2/3/2021,"$14,448 ",28,657
348,Roddy Speechley,USA,Baker's Choco Chips,2/3/2021,"$3,829 ",432,240
349,Gunar Cockshoot,New Zealand,Orange Choco,2/4/2021,"$9,086 ",206,758
350,Kelci Walkden,Canada,Milk Bars,2/4/2021,"$5,803 ",299,194
351,Camilla Castle,UK,Manuka Honey Choco,2/4/2021,$182 ,36,7
352,Madelene Upcott,UK,85% Dark Bars,2/4/2021,"$9,863 ",21,520
353,Curtice Advani,New Zealand,Orange Choco,2/4/2021,"$4,046 ",80,289
354,Andria Kimpton,UK,Fruit & Nut Bars,2/4/2021,"$3,493 ",140,350
355,Jan Morforth,Canada,Almond Choco,2/4/2021,$392 ,89,18
356,Gigi Bohling,India,Spicy Special Slims,2/4/2021,"$2,534 ",19,111
357,Jehu Rudeforth,UK,85% Dark Bars,2/4/2021,"$7,084 ",6,308
358,Gigi Bohling,UK,Orange Choco,2/4/2021,"$4,809 ",70,344
359,Marney O'Breen,Canada,Drinking Coco,2/4/2021,"$7,959 ",273,266
360,Kelci Walkden,Canada,99% Dark & Pure,2/4/2021,"$10,521 ",231,527
361,Kelci Walkden,Canada,Fruit & Nut Bars,2/4/2021,$56 ,168,5
362,Beverie Moffet,UK,Baker's Choco Chips,2/4/2021,"$3,017 ",103,189
363,Karlen McCaffrey,India,Orange Choco,2/4/2021,"$18,949 ",300,2707
364,Roddy Speechley,UK,Milk Bars,2/4/2021,"$8,764 ",69,338
365,Dotty Strutley,India,Raspberry Choco,2/4/2021,"$12,201 ",103,643
366,Oby Sorrel,USA,Spicy Special Slims,2/4/2021,"$11,935 ",189,460
367,Barr Faughny,USA,Smooth Sliky Salty,2/4/2021,"$3,724 ",322,266
368,Van Tuxwell,Canada,Eclairs,2/4/2021,"$2,646 ",70,166
369,Gunar Cockshoot,India,White Choc,2/4/2021,$686 ,18,46
370,Karlen McCaffrey,Australia,Smooth Sliky Salty,2/4/2021,"$2,037 ",272,128
371,Van Tuxwell,India,Choco Coated Almonds,2/4/2021,"$6,300 ",208,300
372,Husein Augar,Canada,Peanut Butter Cubes,2/4/2021,"$2,541 ",14,111
373,Wilone O'Kielt,India,Raspberry Choco,2/4/2021,"$1,883 ",97,118
374,Ches Bonnell,India,Spicy Special Slims,2/4/2021,"$10,255 ",180,446
375,Jehu Rudeforth,UK,After Nines,2/5/2021,"$5,803 ",98,233
376,Andria Kimpton,India,50% Dark Bites,2/5/2021,"$8,260 ",239,1033
377,Roddy Speechley,India,Baker's Choco Chips,2/5/2021,"$14,868 ",5,1859
378,Gunar Cockshoot,USA,Eclairs,2/5/2021,"$4,137 ",10,276
379,Brien Boise,UK,After Nines,2/5/2021,"$7,161 ",480,276
380,Roddy Speechley,USA,Drinking Coco,2/5/2021,"$9,625 ",149,332
381,Beverie Moffet,Canada,Organic Choco Syrup,2/5/2021,"$12,852 ",296,429
382,Madelene Upcott,Canada,Eclairs,2/5/2021,"$7,546 ",365,581
383,Beverie Moffet,USA,Eclairs,2/5/2021,"$4,123 ",104,275
384,Mallorie Waber,India,Organic Choco Syrup,2/5/2021,"$13,174 ",78,573
385,Rafaelita Blaksland,USA,50% Dark Bites,2/5/2021,"$7,637 ",161,546
386,Madelene Upcott,USA,Baker's Choco Chips,2/5/2021,"$3,311 ",128,332
387,Mallorie Waber,India,Raspberry Choco,2/5/2021,"$2,338 ",52,107
388,Curtice Advani,India,Caramel Stuffed Bars,2/8/2021,"$3,465 ",228,139
389,Rafaelita Blaksland,Australia,Peanut Butter Cubes,2/8/2021,"$2,345 ",435,107
390,Madelene Upcott,Canada,Organic Choco Syrup,2/8/2021,"$12,698 ",53,471
391,Barr Faughny,New Zealand,85% Dark Bars,2/8/2021,"$6,678 ",24,334
392,Karlen McCaffrey,Canada,Baker's Choco Chips,2/8/2021,"$4,851 ",120,324
393,Ches Bonnell,New Zealand,Drinking Coco,2/8/2021,$336 ,164,12
394,Karlen McCaffrey,Canada,Orange Choco,2/8/2021,"$2,366 ",8,198
395,Ches Bonnell,USA,99% Dark & Pure,2/8/2021,"$10,598 ",226,461
396,Barr Faughny,India,Smooth Sliky Salty,2/8/2021,"$13,293 ",199,665
397,Van Tuxwell,Australia,50% Dark Bites,2/8/2021,"$2,086 ",90,261
398,Wilone O'Kielt,Australia,Peanut Butter Cubes,2/8/2021,"$2,751 ",133,120
399,Dennison Crosswaite,Canada,Spicy Special Slims,2/8/2021,"$5,481 ",283,275
400,Andria Kimpton,USA,Smooth Sliky Salty,2/8/2021,"$5,628 ",11,433
401,Jehu Rudeforth,USA,Caramel Stuffed Bars,2/8/2021,"$2,660 ",113,89
402,Oby Sorrel,India,Almond Choco,2/9/2021,"$1,386 ",157,82
403,Rafaelita Blaksland,UK,Milk Bars,2/9/2021,"$11,060 ",175,382
404,Marney O'Breen,Australia,Choco Coated Almonds,2/9/2021,"$2,919 ",147,172
405,Camilla Castle,Canada,99% Dark & Pure,2/9/2021,"$8,680 ",334,457
406,Andria Kimpton,USA,Spicy Special Slims,2/9/2021,"$1,484 ",362,71
407,Rafaelita Blaksland,Canada,Choco Coated Almonds,2/9/2021,"$16,919 ",199,996
408,Mallorie Waber,Australia,After Nines,2/9/2021,"$13,188 ",215,440
409,Husein Augar,Australia,Raspberry Choco,2/9/2021,"$4,998 ",182,294
410,Dotty Strutley,UK,85% Dark Bars,2/9/2021,"$6,146 ",64,342
411,Beverie Moffet,India,Milk Bars,2/9/2021,"$5,621 ",162,217
412,Madelene Upcott,UK,Mint Chip Choco,2/9/2021,$980 ,75,47
413,Jan Morforth,USA,Almond Choco,2/10/2021,"$7,343 ",116,350
414,Barr Faughny,Canada,Caramel Stuffed Bars,2/10/2021,"$1,750 ",9,63
415,Gigi Bohling,India,Eclairs,2/10/2021,"$2,464 ",90,165
416,Andria Kimpton,USA,Milk Bars,2/10/2021,"$1,974 ",47,86
417,Jehu Rudeforth,Australia,70% Dark Bites,2/10/2021,"$11,823 ",52,986
418,Kelci Walkden,New Zealand,85% Dark Bars,2/10/2021,"$7,350 ",250,335
419,Kelci Walkden,Canada,Baker's Choco Chips,2/10/2021,"$4,165 ",170,417
420,Gunar Cockshoot,India,85% Dark Bars,2/10/2021,$630 ,41,28
421,Andria Kimpton,Canada,Baker's Choco Chips,2/10/2021,"$2,282 ",238,143
422,Rafaelita Blaksland,Canada,Fruit & Nut Bars,2/10/2021,"$5,250 ",37,292
423,Curtice Advani,Canada,Almond Choco,2/10/2021,"$11,676 ",253,730
424,Rafaelita Blaksland,Australia,Caramel Stuffed Bars,2/10/2021,"$14,917 ",289,533
425,Jehu Rudeforth,Canada,Manuka Honey Choco,2/11/2021,"$4,634 ",100,155
426,Gigi Bohling,USA,Manuka Honey Choco,2/11/2021,$819 ,196,27
427,Brien Boise,India,Drinking Coco,2/11/2021,"$2,422 ",60,106
428,Jan Morforth,Canada,Manuka Honey Choco,2/11/2021,"$1,463 ",158,59
429,Kelci Walkden,Canada,Manuka Honey Choco,2/11/2021,"$1,050 ",10,32
430,Oby Sorrel,UK,Peanut Butter Cubes,2/11/2021,"$1,526 ",527,85
431,Gunar Cockshoot,New Zealand,50% Dark Bites,2/11/2021,$427 ,163,27
432,Curtice Advani,USA,Spicy Special Slims,2/11/2021,"$10,976 ",132,440
433,Wilone O'Kielt,New Zealand,Mint Chip Choco,2/12/2021,"$6,503 ",299,407
434,Jan Morforth,UK,99% Dark & Pure,2/12/2021,$21 ,300,1
435,Gigi Bohling,UK,Eclairs,2/12/2021,"$7,063 ",13,393
436,Roddy Speechley,Canada,Peanut Butter Cubes,2/12/2021,"$3,990 ",50,200
437,Dotty Strutley,New Zealand,70% Dark Bites,2/12/2021,"$1,806 ",184,129
438,Marney O'Breen,India,White Choc,2/12/2021,"$10,136 ",115,597
439,Karlen McCaffrey,UK,Almond Choco,2/12/2021,"$1,288 ",119,62
440,Oby Sorrel,Canada,White Choc,2/12/2021,"$1,295 ",107,87
441,Andria Kimpton,USA,70% Dark Bites,2/12/2021,"$6,461 ",288,718
442,Jehu Rudeforth,New Zealand,Manuka Honey Choco,2/12/2021,"$4,949 ",31,155
443,Madelene Upcott,New Zealand,Fruit & Nut Bars,2/12/2021,"$5,432 ",39,302
444,Kelci Walkden,Canada,Caramel Stuffed Bars,2/12/2021,"$7,112 ",55,246
445,Karlen McCaffrey,UK,Peanut Butter Cubes,2/12/2021,$266 ,112,11
446,Gigi Bohling,USA,50% Dark Bites,2/12/2021,"$6,202 ",44,414
447,Jehu Rudeforth,New Zealand,After Nines,2/15/2021,"$1,057 ",288,43
448,Kelci Walkden,UK,Drinking Coco,2/15/2021,"$1,925 ",460,67
449,Wilone O'Kielt,India,85% Dark Bars,2/15/2021,"$1,841 ",185,77
450,Kaine Padly,Canada,Spicy Special Slims,2/15/2021,"$1,204 ",5,61
451,Wilone O'Kielt,New Zealand,85% Dark Bars,2/15/2021,"$4,074 ",146,186
452,Marney O'Breen,USA,Manuka Honey Choco,2/15/2021,"$4,473 ",39,150
453,Marney O'Breen,UK,Baker's Choco Chips,2/15/2021,"$2,947 ",210,246
454,Van Tuxwell,USA,Organic Choco Syrup,2/15/2021,"$15,386 ",59,642
455,Wilone O'Kielt,UK,Milk Bars,2/15/2021,"$4,690 ",229,188
456,Roddy Speechley,USA,White Choc,2/15/2021,$343 ,158,39
457,Dotty Strutley,Canada,Mint Chip Choco,2/15/2021,"$3,052 ",393,146
458,Beverie Moffet,Australia,Manuka Honey Choco,2/15/2021,$686 ,187,25
459,Wilone O'Kielt,Canada,White Choc,2/15/2021,"$6,993 ",133,538
460,Mallorie Waber,UK,Milk Bars,2/16/2021,"$5,236 ",170,169
461,Curtice Advani,India,Spicy Special Slims,2/16/2021,"$8,638 ",212,333
462,Kaine Padly,New Zealand,Manuka Honey Choco,2/16/2021,"$5,712 ",288,191
463,Gunar Cockshoot,USA,Mint Chip Choco,2/16/2021,"$6,258 ",334,330
464,Wilone O'Kielt,USA,70% Dark Bites,2/16/2021,"$3,234 ",90,294
465,Kelci Walkden,India,Organic Choco Syrup,2/16/2021,"$17,577 ",32,677
466,Husein Augar,USA,Eclairs,2/16/2021,"$12,684 ",217,668
467,Gigi Bohling,India,99% Dark & Pure,2/16/2021,"$1,239 ",29,54
468,Kelci Walkden,UK,50% Dark Bites,2/16/2021,"$3,402 ",55,243
469,Karlen McCaffrey,India,Choco Coated Almonds,2/16/2021,"$11,382 ",432,633
470,Madelene Upcott,India,Milk Bars,2/16/2021,"$7,133 ",212,265
471,Jehu Rudeforth,India,Milk Bars,2/17/2021,"$8,309 ",171,333
472,Van Tuxwell,New Zealand,Fruit & Nut Bars,2/17/2021,"$1,435 ",3,131
473,Dennison Crosswaite,Canada,Eclairs,2/17/2021,"$3,227 ",126,216
474,Camilla Castle,New Zealand,Drinking Coco,2/17/2021,$133 ,195,6
475,Gigi Bohling,Australia,99% Dark & Pure,2/17/2021,"$5,446 ",425,273
476,Karlen McCaffrey,India,99% Dark & Pure,2/17/2021,"$4,424 ",91,261
477,Jehu Rudeforth,UK,Milk Bars,2/17/2021,"$1,827 ",168,80
478,Wilone O'Kielt,New Zealand,Manuka Honey Choco,2/17/2021,"$8,232 ",264,305
479,Kaine Padly,Australia,50% Dark Bites,2/17/2021,$861 ,262,62
480,Barr Faughny,New Zealand,70% Dark Bites,2/17/2021,"$8,099 ",178,675
481,Rafaelita Blaksland,Australia,Smooth Sliky Salty,2/17/2021,"$5,894 ",592,281
482,Camilla Castle,USA,After Nines,2/17/2021,"$8,211 ",601,257
483,Kaine Padly,India,After Nines,2/17/2021,"$10,360 ",206,415
484,Dotty Strutley,UK,Milk Bars,2/17/2021,"$5,145 ",98,166
485,Ches Bonnell,UK,50% Dark Bites,2/17/2021,"$9,163 ",235,1146
486,Rafaelita Blaksland,India,White Choc,2/17/2021,"$15,323 ",33,1393
487,Marney O'Breen,Canada,Orange Choco,2/17/2021,"$7,994 ",177,1000
488,Jan Morforth,Canada,Choco Coated Almonds,2/17/2021,"$6,363 ",87,455
489,Oby Sorrel,New Zealand,Peanut Butter Cubes,2/17/2021,"$3,262 ",185,172
490,Gigi Bohling,Australia,Drinking Coco,2/17/2021,"$2,793 ",93,127
491,Rafaelita Blaksland,India,Organic Choco Syrup,2/18/2021,"$8,491 ",338,340
492,Dennison Crosswaite,Australia,Caramel Stuffed Bars,2/18/2021,"$13,685 ",39,571
493,Mallorie Waber,Canada,White Choc,2/18/2021,$770 ,137,52
494,Camilla Castle,Canada,50% Dark Bites,2/18/2021,"$8,631 ",399,1079
495,Jehu Rudeforth,New Zealand,Fruit & Nut Bars,2/18/2021,"$4,536 ",120,267
496,Rafaelita Blaksland,UK,99% Dark & Pure,2/18/2021,"$14,497 ",21,605
497,Rafaelita Blaksland,Australia,Choco Coated Almonds,2/18/2021,"$7,672 ",112,452
498,Gunar Cockshoot,Australia,99% Dark & Pure,2/18/2021,"$10,878 ",329,573
499,Dennison Crosswaite,Australia,50% Dark Bites,2/18/2021,"$12,572 ",94,1397
500,Beverie Moffet,Australia,50% Dark Bites,2/18/2021,"$1,575 ",90,105
501,Dennison Crosswaite,Canada,Manuka Honey Choco,2/18/2021,"$5,453 ",260,166
502,Beverie Moffet,New Zealand,Manuka Honey Choco,2/18/2021,"$4,802 ",84,155
503,Marney O'Breen,India,Eclairs,2/19/2021,"$7,651 ",325,426
504,Madelene Upcott,India,Orange Choco,2/19/2021,"$2,079 ",527,260
505,Dennison Crosswaite,New Zealand,Spicy Special Slims,2/19/2021,"$2,100 ",62,81
506,Camilla Castle,Australia,Smooth Sliky Salty,2/19/2021,"$5,278 ",242,406
507,Barr Faughny,USA,Spicy Special Slims,2/19/2021,"$4,249 ",19,164
508,Karlen McCaffrey,USA,Mint Chip Choco,2/19/2021,"$3,976 ",9,210
509,Oby Sorrel,USA,After Nines,2/19/2021,"$6,951 ",183,218
510,Camilla Castle,UK,Spicy Special Slims,2/19/2021,$616 ,161,25
511,Andria Kimpton,UK,85% Dark Bars,2/19/2021,"$5,439 ",115,287
512,Brien Boise,India,50% Dark Bites,2/19/2021,$63 ,206,7
513,Brien Boise,Canada,Baker's Choco Chips,2/19/2021,"$1,533 ",115,110
514,Oby Sorrel,USA,70% Dark Bites,2/19/2021,"$3,535 ",337,322
515,Jan Morforth,Canada,Spicy Special Slims,2/19/2021,"$2,429 ",4,111
516,Gunar Cockshoot,India,Raspberry Choco,2/19/2021,"$7,119 ",144,356
517,Dennison Crosswaite,New Zealand,Drinking Coco,2/19/2021,"$3,521 ",304,118
518,Ches Bonnell,USA,After Nines,2/19/2021,"$3,745 ",177,118
519,Marney O'Breen,Australia,White Choc,2/19/2021,"$4,816 ",100,301
520,Dennison Crosswaite,UK,Baker's Choco Chips,2/19/2021,"$1,736 ",72,193
521,Rafaelita Blaksland,Australia,70% Dark Bites,2/19/2021,"$1,099 ",139,92
522,Dotty Strutley,UK,After Nines,2/19/2021,"$6,692 ",165,231
523,Dennison Crosswaite,Australia,Baker's Choco Chips,2/22/2021,$364 ,177,31
524,Ches Bonnell,Canada,85% Dark Bars,2/22/2021,"$10,927 ",202,476
525,Karlen McCaffrey,New Zealand,85% Dark Bars,2/22/2021,"$11,410 ",103,476
526,Roddy Speechley,India,Organic Choco Syrup,2/22/2021,"$2,443 ",337,82
527,Dotty Strutley,Canada,White Choc,2/22/2021,$329 ,257,26
528,Wilone O'Kielt,New Zealand,Drinking Coco,2/22/2021,"$3,066 ",144,128
529,Beverie Moffet,New Zealand,Baker's Choco Chips,2/22/2021,$567 ,243,38
530,Dotty Strutley,New Zealand,Smooth Sliky Salty,2/22/2021,"$14,721 ",257,1052
531,Andria Kimpton,New Zealand,Choco Coated Almonds,2/22/2021,"$6,986 ",11,350
532,Curtice Advani,USA,85% Dark Bars,2/22/2021,"$14,112 ",158,784
533,Ches Bonnell,UK,Smooth Sliky Salty,2/22/2021,"$1,771 ",605,137
534,Kelci Walkden,Australia,Peanut Butter Cubes,2/22/2021,"$5,082 ",164,231
535,Karlen McCaffrey,Canada,Almond Choco,2/22/2021,"$1,827 ",48,102
536,Madelene Upcott,India,Drinking Coco,2/22/2021,$182 ,85,7
537,Ches Bonnell,New Zealand,Choco Coated Almonds,2/22/2021,"$5,369 ",136,269
538,Curtice Advani,USA,Drinking Coco,2/22/2021,"$6,034 ",169,275
539,Andria Kimpton,Canada,Mint Chip Choco,2/22/2021,"$13,209 ",204,881
540,Karlen McCaffrey,Australia,Caramel Stuffed Bars,2/22/2021,$847 ,263,30
541,Jehu Rudeforth,Canada,50% Dark Bites,2/22/2021,"$1,015 ",66,64
542,Dotty Strutley,Canada,50% Dark Bites,2/23/2021,"$16,247 ",215,2031
543,Mallorie Waber,Canada,Baker's Choco Chips,2/23/2021,"$2,422 ",41,303
544,Brien Boise,Canada,Peanut Butter Cubes,2/23/2021,"$3,997 ",333,174
545,Roddy Speechley,USA,Almond Choco,2/23/2021,"$7,182 ",125,479
546,Mallorie Waber,India,Mint Chip Choco,2/23/2021,"$1,246 ",163,70
547,Roddy Speechley,UK,Eclairs,2/23/2021,$553 ,50,27
548,Van Tuxwell,USA,Fruit & Nut Bars,2/23/2021,"$2,681 ",206,207
549,Oby Sorrel,Australia,Baker's Choco Chips,2/23/2021,"$2,800 ",78,234
550,Van Tuxwell,UK,Raspberry Choco,2/23/2021,"$4,851 ",160,304
551,Gigi Bohling,Canada,Caramel Stuffed Bars,2/23/2021,$168 ,3,6
552,Husein Augar,Australia,Fruit & Nut Bars,2/23/2021,$315 ,5,21
553,Wilone O'Kielt,Canada,Eclairs,2/23/2021,"$11,851 ",58,741
554,Dotty Strutley,New Zealand,Drinking Coco,2/23/2021,"$3,220 ",261,147
555,Gigi Bohling,UK,70% Dark Bites,2/23/2021,"$11,935 ",307,1194
556,Gunar Cockshoot,Canada,Peanut Butter Cubes,2/23/2021,"$12,404 ",186,478
557,Jehu Rudeforth,Australia,Fruit & Nut Bars,2/24/2021,"$1,519 ",132,90
558,Jehu Rudeforth,India,Caramel Stuffed Bars,2/24/2021,"$10,934 ",182,476
559,Camilla Castle,UK,Peanut Butter Cubes,2/24/2021,"$3,346 ",179,129
560,Roddy Speechley,Canada,Spicy Special Slims,2/24/2021,"$8,351 ",36,398
561,Karlen McCaffrey,UK,White Choc,2/24/2021,"$11,718 ",76,733
562,Rafaelita Blaksland,Canada,Spicy Special Slims,2/24/2021,"$2,681 ",115,117
563,Jehu Rudeforth,India,50% Dark Bites,2/24/2021,"$6,188 ",292,563
564,Husein Augar,Australia,99% Dark & Pure,2/24/2021,"$10,941 ",182,521
565,Husein Augar,Canada,Milk Bars,2/24/2021,"$3,647 ",220,141
566,Van Tuxwell,Canada,Peanut Butter Cubes,2/25/2021,"$2,436 ",130,122
567,Husein Augar,Canada,Caramel Stuffed Bars,2/25/2021,$896 ,346,41
568,Wilone O'Kielt,USA,Caramel Stuffed Bars,2/25/2021,"$3,808 ",17,174
569,Wilone O'Kielt,Canada,Mint Chip Choco,2/25/2021,"$10,920 ",278,683
570,Jan Morforth,New Zealand,Fruit & Nut Bars,2/25/2021,"$4,186 ",75,299
571,Roddy Speechley,Canada,85% Dark Bars,2/25/2021,"$6,797 ",72,309
572,Roddy Speechley,Australia,Spicy Special Slims,2/25/2021,"$4,319 ",56,155
573,Marney O'Breen,Canada,Smooth Sliky Salty,2/25/2021,"$1,673 ",99,105
574,Oby Sorrel,New Zealand,Almond Choco,2/25/2021,$735 ,84,35
575,Oby Sorrel,Australia,After Nines,2/25/2021,"$2,632 ",39,106
576,Wilone O'Kielt,New Zealand,Orange Choco,2/25/2021,"$2,030 ",68,170
577,Gunar Cockshoot,USA,Manuka Honey Choco,2/25/2021,"$1,169 ",265,47
578,Andria Kimpton,New Zealand,Mint Chip Choco,2/25/2021,"$3,703 ",54,206
579,Barr Faughny,UK,White Choc,2/25/2021,$805 ,48,54
580,Van Tuxwell,UK,Smooth Sliky Salty,2/25/2021,$406 ,260,21
581,Oby Sorrel,Australia,Orange Choco,2/25/2021,"$3,591 ",73,360
582,Oby Sorrel,UK,White Choc,2/25/2021,"$5,551 ",210,463
583,Roddy Speechley,Australia,White Choc,2/25/2021,"$3,605 ",347,258
584,Andria Kimpton,Canada,Almond Choco,2/25/2021,"$6,356 ",38,374
585,Roddy Speechley,Australia,70% Dark Bites,2/25/2021,$602 ,238,41
586,Van Tuxwell,India,White Choc,2/26/2021,"$7,042 ",142,470
587,Jehu Rudeforth,Australia,Almond Choco,2/26/2021,"$2,968 ",215,142
588,Brien Boise,India,Peanut Butter Cubes,2/26/2021,$294 ,80,17
589,Gigi Bohling,New Zealand,After Nines,2/26/2021,"$6,363 ",68,213
590,Andria Kimpton,USA,Fruit & Nut Bars,2/26/2021,$280 ,220,18
591,Husein Augar,Canada,Choco Coated Almonds,2/26/2021,$406 ,22,29
592,Madelene Upcott,New Zealand,Drinking Coco,2/26/2021,"$4,144 ",374,139
593,Ches Bonnell,New Zealand,Milk Bars,2/26/2021,"$5,341 ",179,173
594,Rafaelita Blaksland,Australia,Fruit & Nut Bars,2/26/2021,"$2,947 ",103,197
595,Dennison Crosswaite,New Zealand,70% Dark Bites,2/26/2021,"$12,026 ",166,926
596,Brien Boise,New Zealand,Smooth Sliky Salty,2/26/2021,"$3,983 ",237,307
597,Wilone O'Kielt,India,White Choc,2/26/2021,"$1,792 ",283,163
598,Barr Faughny,UK,Milk Bars,2/26/2021,"$1,526 ",150,67
599,Oby Sorrel,USA,Organic Choco Syrup,2/26/2021,"$5,313 ",70,190
600,Ches Bonnell,UK,After Nines,2/26/2021,"$7,728 ",48,242
601,Marney O'Breen,Canada,85% Dark Bars,2/26/2021,$413 ,414,22
602,Mallorie Waber,India,White Choc,2/26/2021,"$4,431 ",13,493
603,Gunar Cockshoot,USA,Fruit & Nut Bars,2/26/2021,"$1,036 ",240,58
604,Mallorie Waber,USA,Orange Choco,2/26/2021,$217 ,147,25
605,Kelci Walkden,India,70% Dark Bites,2/26/2021,"$7,616 ",16,693
606,Karlen McCaffrey,UK,Organic Choco Syrup,2/26/2021,"$11,900 ",256,518
607,Camilla Castle,New Zealand,70% Dark Bites,2/26/2021,"$10,437 ",350,1044
608,Madelene Upcott,India,Fruit & Nut Bars,3/1/2021,"$5,691 ",216,335
609,Jehu Rudeforth,Australia,Raspberry Choco,3/1/2021,"$5,397 ",66,300
610,Ches Bonnell,USA,Organic Choco Syrup,3/1/2021,"$3,276 ",61,143
611,Andria Kimpton,New Zealand,Drinking Coco,3/1/2021,"$4,102 ",14,187
612,Dennison Crosswaite,Australia,Manuka Honey Choco,3/1/2021,$476 ,86,18
613,Dotty Strutley,Canada,Organic Choco Syrup,3/1/2021,"$4,858 ",138,157
614,Andria Kimpton,Canada,99% Dark & Pure,3/1/2021,"$7,259 ",69,404
615,Ches Bonnell,India,Almond Choco,3/2/2021,"$6,209 ",35,311
616,Andria Kimpton,New Zealand,Organic Choco Syrup,3/2/2021,"$12,390 ",269,539
617,Oby Sorrel,UK,Choco Coated Almonds,3/2/2021,$686 ,103,41
618,Madelene Upcott,New Zealand,Milk Bars,3/2/2021,"$9,030 ",563,312
619,Dotty Strutley,Canada,Almond Choco,3/2/2021,"$5,376 ",48,256
620,Roddy Speechley,Australia,Caramel Stuffed Bars,3/2/2021,"$2,898 ",17,126
621,Barr Faughny,USA,Almond Choco,3/2/2021,"$18,900 ",13,945
622,Madelene Upcott,USA,After Nines,3/2/2021,"$5,082 ",95,182
623,Marney O'Breen,Australia,Raspberry Choco,3/2/2021,"$2,016 ",177,107
624,Brien Boise,USA,Smooth Sliky Salty,3/2/2021,$847 ,145,50
625,Brien Boise,New Zealand,Baker's Choco Chips,3/3/2021,"$4,200 ",57,350
626,Gunar Cockshoot,New Zealand,Peanut Butter Cubes,3/3/2021,"$17,577 ",190,977
627,Andria Kimpton,India,Orange Choco,3/3/2021,$861 ,108,96
628,Gunar Cockshoot,Canada,Drinking Coco,3/3/2021,"$3,829 ",434,142
629,Barr Faughny,UK,Manuka Honey Choco,3/3/2021,"$1,155 ",238,37
630,Beverie Moffet,Australia,Baker's Choco Chips,3/3/2021,"$11,123 ",189,1391
631,Jehu Rudeforth,New Zealand,Baker's Choco Chips,3/3/2021,"$8,505 ",82,532
632,Gigi Bohling,USA,Drinking Coco,3/3/2021,"$4,130 ",152,138
633,Dotty Strutley,Australia,Milk Bars,3/3/2021,$420 ,43,15
634,Kaine Padly,Australia,Eclairs,3/3/2021,$994 ,92,63
635,Jan Morforth,UK,Mint Chip Choco,3/3/2021,"$3,689 ",364,176
636,Marney O'Breen,USA,Eclairs,3/3/2021,"$13,195 ",124,880
637,Karlen McCaffrey,Australia,Organic Choco Syrup,3/4/2021,"$6,545 ",276,219
638,Wilone O'Kielt,USA,Drinking Coco,3/4/2021,"$9,982 ",399,357
639,Mallorie Waber,UK,85% Dark Bars,3/4/2021,"$6,363 ",95,398
640,Wilone O'Kielt,Australia,Baker's Choco Chips,3/4/2021,"$14,336 ",50,1304
641,Roddy Speechley,India,Spicy Special Slims,3/4/2021,"$7,063 ",182,253
642,Rafaelita Blaksland,Australia,After Nines,3/4/2021,"$5,551 ",176,199
643,Gigi Bohling,USA,Orange Choco,3/4/2021,$448 ,319,38
644,Husein Augar,UK,Choco Coated Almonds,3/5/2021,"$9,121 ",66,481
645,Wilone O'Kielt,Canada,Orange Choco,3/5/2021,"$6,258 ",277,626
646,Oby Sorrel,Canada,Manuka Honey Choco,3/5/2021,"$10,752 ",111,347
647,Ches Bonnell,New Zealand,85% Dark Bars,3/5/2021,"$12,411 ",100,540
648,Husein Augar,Australia,Manuka Honey Choco,3/5/2021,$308 ,74,10
649,Camilla Castle,USA,Fruit & Nut Bars,3/5/2021,"$10,689 ",296,764
650,Wilone O'Kielt,UK,Drinking Coco,3/5/2021,$448 ,98,16
651,Husein Augar,USA,Mint Chip Choco,3/5/2021,"$4,410 ",271,260
652,Kelci Walkden,UK,Baker's Choco Chips,3/8/2021,"$6,265 ",501,570
